tracking_id	Day0_1_0	Day0_2_0	Day2_1_0	Day2_2_0	Day5_1_0	Day5_2_0	Day14_1_0	Day14_2_0	Fetal_27195_0	Fetal_27197_0
ENSG00000000003	2686.64	3279.37	3663.31	3965.08	5540.39	4844.89	3911.17	3758.66	1384.04	1133.62
ENSG00000000005	55.3046	56.1816	20.9121	26.6311	5.06898	4.56291	15.2231	17.3823	71.57	30.3835
ENSG00000000419	1203.12	1489.72	1191.99	1236.87	882.002	870.603	847.811	885.473	628.343	578.333
ENSG00000000457	290.107	316.248	430.544	490.21	643.036	506.483	476.601	458.074	725.173	626.528
ENSG00000000460	1014.89	1245.06	734.385	607.584	705.312	668.922	182.677	84.8663	445.208	618.146
ENSG00000000938	14.5539	8.15539	4.9205	6.90436	0.72414	0.912581	0	2.04497	19.9975	47.1467
ENSG00000000971	0	0	1.23013	0.986338	0	0	0	0	1476.66	2120.56
ENSG00000001036	2003.58	2339.69	2273.27	2001.28	1783.56	1640.82	1633.56	1935.57	1435.61	1108.47
ENSG00000001084	1402.02	1554.06	2034.63	2315.92	1109.38	1210.08	1331.44	1325.14	567.298	789.97
ENSG00000001167	1328.28	817.352	977.95	1057.35	1183.97	1480.21	804.483	469.321	1428.24	1546.41
ENSG00000001460	239.653	202.073	385.029	327.464	283.139	229.97	207.269	268.914	190.503	225.257
ENSG00000001461	431.764	532.819	252.176	231.789	643.036	564.888	1842	1863.99	1268.26	908.361
ENSG00000001497	2947.64	3163.39	2569.73	2200.52	2042.07	2140	1428.63	1386.49	918.833	989.034
ENSG00000001561	239.653	181.231	211.582	203.186	315.001	373.246	519.928	628.829	537.828	432.702
ENSG00000001617	3142.66	1856.71	8252.91	10044.9	1773.42	1706.53	281.042	424.332	371.533	865.405
ENSG00000001626	20.3754	57.0877	1.23013	0	28.2414	39.241	114.759	25.5621	34.7325	133.059
ENSG00000001629	2403.33	2242.73	2520.53	2588.15	2514.94	2542.45	1552.76	1632.91	1985.02	2262
ENSG00000001630	7133.33	7784.78	5575.79	5754.63	3553.62	3011.43	3383.99	6289.22	1706.56	1844.58
ENSG00000001631	1171.1	1351.08	1401.11	1596.88	1732.87	1698.31	1393.5	1474.42	1599.8	1702.52
ENSG00000002016	461.842	383.303	448.996	478.374	478.656	479.105	326.712	345.6	499.938	621.289
ENSG00000002330	385.192	446.734	565.858	641.12	469.967	344.043	1283.43	1228.01	970.406	665.293
ENSG00000002549	1866.77	2132.18	1795.98	1898.7	1273.04	1228.33	2863.12	3082.79	1475.61	1074.95
ENSG00000002586	693.734	635.214	2221.61	2301.13	5672.19	5396.09	7588.14	5372.14	3388	3444.86
ENSG00000002587	40.7508	42.5893	252.176	203.186	177.414	153.314	49.1824	1.02249	293.648	250.402
ENSG00000002726	17.4646	27.1846	0	0.986338	28.9656	28.29	3.51303	4.08994	0	1.04771
ENSG00000002745	0.970257	0.906155	0	1.97268	87.6209	31.0278	2.34202	1.02249	4.21	9.42935
ENSG00000002746	130.014	191.199	72.5774	110.47	18.1035	16.4265	2.34202	19.4272	14.735	18.8587
ENSG00000002822	1037.2	1220.59	1342.07	1250.68	1173.11	1124.3	1522.31	1493.85	856.735	751.205
ENSG00000002834	6045.67	7597.2	6805.05	7482.36	4197.84	3810.03	2666.39	1869.1	3865.83	5959.35
ENSG00000002919	594.768	575.408	378.879	375.795	390.311	361.382	647.568	701.425	330.485	312.216
ENSG00000002933	3.88103	5.43693	0	0.986338	12.3104	19.1642	72.6026	99.1811	206.29	342.6
ENSG00000003056	2837.03	2739.31	2767.78	2683.83	2380.97	2318.87	2286.98	2297.53	1861.87	1531.75
ENSG00000003096	516.177	618.904	314.912	219.953	529.346	595.003	1100.75	1086.9	5766.65	3452.19
ENSG00000003137	51.4236	20.8416	28.2929	2.95901	7.96554	20.9894	32.7883	48.0568	474.678	851.785
ENSG00000003147	663.656	738.516	367.808	356.068	645.933	720.939	569.11	758.684	1406.14	1228.96
ENSG00000003249	1015.86	1448.04	644.586	411.303	259.966	271.037	206.098	211.655	192.608	134.106
ENSG00000003393	3032.05	2967.66	3286.9	3573.5	2928.42	2594.47	5362.05	4346.59	3686.91	2651.74
ENSG00000003400	180.468	212.946	243.565	232.776	336.001	256.435	104.22	20.4497	479.94	538.521
ENSG00000003402	314.363	349.776	2513.15	2904.76	2577.94	2722.23	2298.69	2702.43	7342.24	6861.42
ENSG00000003436	113.52	155.859	194.36	288.997	1202.8	1047.64	559.742	158.485	5002.54	5452.26
ENSG00000003509	1022.65	1090.1	772.519	775.262	643.036	651.583	536.322	657.458	695.703	581.477
ENSG00000003756	2877.78	2732.96	4872.53	5268.03	5243.5	5261.94	5255.49	6104.31	8363.71	8743.1
ENSG00000003987	281.375	221.102	88.569	71.0163	119.483	134.149	86.6547	74.6415	28.4175	53.433
ENSG00000003989	2325.71	2118.59	1326.08	1768.5	21730.7	22665.8	3873.7	2189.14	1392.46	1378.78
ENSG00000004059	2573.5	2509.78	3578.5	3446.65	3118.53	2628.32	3048.53	2650.14	1804.01	1584.59
ENSG00000004139	240.624	298.125	93.4895	106.524	102.828	114.073	487.14	440.691	543.09	741.775
ENSG00000004142	2407.21	2796.39	2399.97	2290.28	2324.49	1993.08	3288.19	3399.76	2672.3	1823.01
ENSG00000004399	1724.15	1900.21	2658.3	2421.46	2302.76	2760.56	715.487	543.962	7207.52	7520.43
ENSG00000004455	3661.75	3312	3635.02	4059.77	2128.97	2172.86	2555.14	3518.37	2840.7	2568.97
ENSG00000004468	11.6431	11.78	1.23013	5.91803	2.89656	6.38807	0	0	70.5175	158.204
ENSG00000004478	11175.4	14493.9	5967.34	4816.29	4328.18	4191.49	4823.39	6683.99	3036.46	2211.71
ENSG00000004487	15375.7	17434.4	11306.1	10422.6	11281.4	11015.8	6489.73	6875.19	5330.92	4325.98
ENSG00000004534	3284.32	3316.53	2700.13	2735.11	3615.63	3835.58	2304.55	2868	3778.99	4377.31
ENSG00000004660	314.363	315.342	97.1799	94.6884	129.621	125.024	189.703	270.959	589.4	384.508
ENSG00000004700	2152.03	2450.24	1855.03	1605.76	1767.63	1716.57	836.101	828.213	1294.58	1532.79
ENSG00000004766	402.657	458.514	455.146	450.756	651.002	671.66	1159.3	1341.5	1198.8	1192.29
ENSG00000004776	4.85128	2.71846	3.69038	3.94535	9.41382	10.0384	18.7361	16.3598	294.7	381.365
ENSG00000004777	311.452	236.506	343.205	360.013	364.966	339.48	175.651	216.767	775.693	782.636
ENSG00000004779	2404.3	2697.62	1986.65	1874.04	1779.94	1559.6	3412.32	3157.44	3193.29	1770.62
ENSG00000004799	0	0.906155	3.69038	7.8907	3.6207	0	46.8404	15.3373	1425.09	775.302
ENSG00000004809	2.91077	4.53077	0	1.97268	2.89656	1.82516	1.17101	1.02249	0	3.14312
ENSG00000004838	8.73231	11.78	49.205	38.4672	18.1035	12.7761	9.36807	5.11243	51.5725	51.3376
ENSG00000004846	1.94051	0.906155	6.15063	0	0	0	0	0	2.105	8.38164
ENSG00000004848	0	0	0	0	0	0	0	0	0	2.09541
ENSG00000004864	4228.38	4666.7	5304.3	5515.6	2740.87	2603.59	2367.78	2138.02	1124.07	982.748
ENSG00000004866	482.218	501.104	252.176	211.076	329.484	377.809	1213.17	1071.57	1441.93	1391.35
ENSG00000004897	2895.25	3023.84	2655.84	2790.35	3855.32	4065.55	3284.68	3019.4	3654.28	3844.03
ENSG00000004939	2.91077	4.53077	4.9205	5.91803	0.72414	0.912581	0	0	913.571	1494.03
ENSG00000004948	221.219	214.759	6576.25	3562.65	67.345	62.9681	1.17101	1.02249	0	1.04771
ENSG00000004961	587.005	750.296	415.782	375.795	503.277	511.046	1057.42	1176.88	712.543	611.86
ENSG00000004975	1684.37	1702.66	2967.06	3497.55	2722.77	2499.56	2180.42	2179.94	1853.45	1538.03
ENSG00000005001	17.4646	23.56	73.8075	132.169	14.4828	20.9894	32.7883	0	1.0525	6.28623
ENSG00000005007	4394.29	4966.63	4081.56	3965.08	3851.7	3746.15	3966.21	3656.41	3297.48	3054.06
ENSG00000005020	139.717	172.169	227.573	196.281	105.724	74.8317	80.7996	55.2142	133.668	337.361
ENSG00000005022	10713.6	9649.64	8302.12	8812.93	5256.53	4844.89	10415	11305.6	8338.96	5704.76
ENSG00000005059	289.137	379.679	665.498	948.857	263.587	142.363	79.6286	100.204	88.4101	98.4843
ENSG00000005073	0	0	0	0	0	0	0	0	0	0
ENSG00000005075	716.05	812.821	682.72	670.71	648.105	580.402	747.104	738.235	736.75	459.943
ENSG00000005100	2022.02	1633.8	1418.33	1193.47	1284.62	1536.79	743.591	722.897	787.27	893.693
ENSG00000005102	0.970257	0.906155	9.841	3.94535	0.72414	0.912581	7.02605	0	450.47	720.821
ENSG00000005108	52.3939	57.0877	136.544	87.7841	217.242	336.742	843.127	388.545	1787.15	2150.94
ENSG00000005156	5054.07	5191.36	5326.44	4914.92	5299.25	5846	2404.08	2278.1	2699.66	2841.38
ENSG00000005175	1935.66	1869.4	1594.24	1572.22	1475.07	1589.72	1377.11	1484.65	1187.22	1302.3
ENSG00000005187	157.182	144.079	46.7448	39.4535	212.173	214.457	94.8517	17.3823	302.068	253.545
ENSG00000005189	209.576	214.759	260.787	252.502	312.828	299.327	299.778	410.017	1045.13	645.387
ENSG00000005194	1926.93	2497.36	1578.25	1610.69	1744.45	1558.69	3353.77	3806.71	1741.89	1345.25
ENSG00000005206	1034.29	1321.17	1148.94	1414.41	1701.73	1460.13	1399.36	1583.83	1469.29	1534.94
ENSG00000005238	252.267	304.468	436.695	568.131	798.726	657.059	1333.78	1364	630.448	548.998
ENSG00000005243	0.970257	0	4.9205	0	10.138	7.30065	132.324	198.362	289.438	390.794
ENSG00000005249	885.845	971.398	359.197	248.557	318.621	344.956	1939.19	1977.49	2156.57	1530.7
ENSG00000005302	526.85	567.253	648.276	704.245	706.76	640.632	1038.69	1074.63	654.655	666.341
ENSG00000005339	3197	2417.62	4138.14	3652.41	3559.15	4080.15	3777.68	2641.08	6171.86	6323.95
ENSG00000005379	213.457	203.885	607.682	893.622	1353.42	1457.39	1016.44	1152.34	1249.32	1103.23
ENSG00000005381	1.94051	1.81231	0	0.986338	0.72414	1.82516	0	1.02249	32.6275	47.1467
ENSG00000005421	1.94051	2.71846	3.69038	0.986338	1.44828	0	2.34202	0	0	10.4771
ENSG00000005436	599.619	647.901	702.402	731.863	911.692	1140.73	421.563	361.96	574.665	928.267
ENSG00000005448	1665.93	902.53	2893.26	3808.25	1536.62	1398.99	655.765	871.158	387.32	234.686
ENSG00000005469	154.271	144.079	137.774	214.035	249.104	265.561	309.146	308.791	275.755	437.941
ENSG00000005471	105.758	90.6155	119.322	129.21	202.759	214.457	138.179	354.803	691.493	385.556
ENSG00000005483	1751.31	1314.83	2601.72	2262.66	2275.25	2469.44	2668.73	2810.81	4323.67	4547.04
ENSG00000005486	696.644	703.176	1044.38	993.242	1170.93	968.249	2180.42	2258.67	804.11	590.906
ENSG00000005513	421.092	522.851	120.552	163.732	236.794	220.845	79.6286	156.44	226.288	392.89
ENSG00000005700	2479.98	2689.47	2921.55	3313.11	2229.63	2486.78	3297.56	4097.1	3789	3639.73
ENSG00000005801	3102.88	3077.3	1728.33	1701.43	1656.11	1783.18	1063.28	1189.15	714.648	929.315
ENSG00000005810	4067.32	2670.44	2664.45	1881.93	2389.66	2931.21	5239.09	3705.49	5826.64	6402.53
ENSG00000005812	318.244	446.734	514.192	706.218	709.657	802.159	1114.8	1093.04	1598.75	1591.46
ENSG00000005844	3.88103	0.906155	4.9205	8.87704	5.06898	4.56291	7.02605	0	66.3075	210.589
ENSG00000005882	269.731	297.219	548.636	592.789	882.002	722.764	2317.43	2155.4	2719.66	1761.19
ENSG00000005884	1737.73	1605.71	899.222	634.215	814.657	477.28	2049.27	2361.94	2313.4	2365.72
ENSG00000005889	2263.61	2322.47	2435.65	2434.28	3078.32	3359.21	4459.2	4460.08	4230	3965.56
ENSG00000005893	2177.26	1940.98	2509.46	2747.94	1764.73	1857.1	2694.49	2942.71	2247.09	2579.45
ENSG00000005961	262.94	169.451	218.962	307.737	170.897	229.97	18.7361	22.4947	67.36	74.3871
ENSG00000005981	0	0	2.46025	2.95901	5.06898	3.65033	12.8811	7.1574	99.9876	45.0513
ENSG00000006007	2197.63	2746.55	1183.38	1026.78	2246.28	2039.62	4276.53	4920.2	3106.98	1891.11
ENSG00000006015	850.915	1083.76	1081.28	1039.6	932.692	774.781	967.254	911.035	879.89	716.631
ENSG00000006016	372.579	223.82	5166.53	5416.97	334.553	310.278	52.6954	10.2249	1.0525	70.1963
ENSG00000006025	262.94	295.406	323.523	383.685	378.001	385.109	339.593	351.735	369.428	418.034
ENSG00000006042	1627.12	2205.58	2803.46	2890.96	6043.67	5443.55	4475.6	4205.48	2286.03	2063.98
ENSG00000006047	679.18	657.868	712.243	671.696	393.932	438.039	249.425	278.116	150.508	105.818
ENSG00000006059	0	0	0	0	0	0	0	0	0	0
ENSG00000006062	213.457	233.788	153.766	183.459	153.518	140.538	105.391	108.383	366.27	334.218
ENSG00000006071	16.4944	22.6539	19.682	22.6858	24.6207	31.0278	12.8811	35.787	36.8375	23.0495
ENSG00000006116	0	0	2.46025	6.90436	2.17242	4.56291	0	0	0	7.33394
ENSG00000006118	1454.42	1872.12	2155.18	2400.75	3803.91	3789.95	5100.92	4995.87	1247.21	1789.48
ENSG00000006125	9271.78	7758.5	10560.6	10993.7	9003.23	8031.63	10802.6	11349.6	8502.1	7042.68
ENSG00000006128	17.4646	37.1523	6.15063	3.94535	0	0.912581	7.02605	6.13491	0	19.9064
ENSG00000006194	1908.5	1999.88	1745.55	1998.32	1537.35	1521.27	971.938	1019.42	1027.24	943.983
ENSG00000006210	110.609	131.392	27.0628	8.87704	3.6207	6.38807	55.0374	63.3941	202.08	203.255
ENSG00000006282	904.28	800.135	1804.59	2206.44	1914.63	1696.87	2580.9	2739.24	2538.63	1957.1
ENSG00000006283	229.951	170.357	254.636	327.464	260.69	217.194	64.4055	149.283	1615.59	2073.41
ENSG00000006327	1739.67	1998.98	996.402	721.999	259.242	220.845	1447.37	1981.58	1178.8	924.076
ENSG00000006377	0	0	0	0	2.17242	0	1.17101	0	1.0525	2.09541
ENSG00000006432	4040.15	2462.02	2825.6	2810.08	1146.31	1337.84	918.071	893.653	330.485	390.794
ENSG00000006451	2378.1	1922.86	1615.15	1674.8	1262.9	1491.16	1107.77	1040.89	1264.05	1486.69
ENSG00000006453	1493.23	1328.42	1190.76	1348.32	1425.83	1307.73	454.352	496.928	96.8301	130.963
ENSG00000006459	4067.32	1615.67	3874.9	3539.97	3367.25	4050.04	1449.71	1215.74	1295.63	1152.48
ENSG00000006468	3137.81	3310.18	1658.21	1379.89	1416.42	1446.44	2117.18	2651.31	6484.46	4258.92
ENSG00000006530	1210.88	1360.14	1418.33	1116.53	1097.8	1057.68	953.201	1194.26	1108.28	941.887
ENSG00000006534	12.6133	13.5923	22.1423	30.5765	10.8621	7.30065	8.19706	2.04497	746.223	150.87
ENSG00000006555	18.4349	15.4046	30.7531	25.6448	3.6207	5.47549	0	2.04497	0	30.3835
ENSG00000006576	1157.52	1033.92	873.389	1009.02	1059.42	1175.4	2705.03	2270.94	2188.15	2277.71
ENSG00000006606	120.312	102.395	33.2134	41.4262	0.72414	0	0	1.02249	5.2625	3.14312
ENSG00000006607	1338.95	1457.1	1034.54	876.854	1327.35	1578.77	1654.64	1649.27	1621.9	1842.91
ENSG00000006611	60.1559	22.6539	28.2929	36.4945	42.7242	39.241	2.34202	2.04497	223.13	239.925
ENSG00000006625	2506.65	2883.06	1322.97	1250.97	1609.91	1492.57	1013.07	1187.39	832.925	731.5
ENSG00000006634	1730.94	2391.34	1634.84	1759.63	1987.04	2054.22	441.47	523.513	587.295	743.871
ENSG00000006638	16.4944	11.78	45.5146	45.3715	17.3794	21.902	14.0521	8.17989	94.7251	69.1486
ENSG00000006652	1359.33	1651.92	788.51	799.92	1357.76	1374.35	968.425	1270.95	617.818	981.7
ENSG00000006659	0	0	0	0	0	0	0	0	4.21	1.04771
ENSG00000006695	824.718	812.821	809.423	837.401	641.588	599.566	1332.61	1357.86	1034.61	784.731
ENSG00000006704	1190.51	1019.42	1456.47	1763.57	1118.07	1266.66	1207.31	1374.22	1088.29	915.695
ENSG00000006712	726.722	1009.46	918.904	915.321	904.45	751.054	2045.75	1875.24	1440.87	1052.94
ENSG00000006715	1565.99	1822.28	2231.45	2518.12	2946.52	2822.61	2842.04	2288.32	2131.31	2125.79
ENSG00000006740	837.332	811.915	750.377	803.865	1301.28	978.287	603.07	792.426	414.685	465.181
ENSG00000006744	3473.52	4232.65	2419.66	2108.79	2276.7	2327.99	3589.14	3744.34	2213.41	1930.92
ENSG00000006747	6.7918	14.4985	0	0.986338	1.44828	1.82516	1.17101	4.08994	23.155	84.8641
ENSG00000006756	201.813	209.322	964.418	946.884	1143.42	1113.35	2201.5	2224.93	2479.69	1972.83
ENSG00000006757	693.734	675.991	1054.22	1152.04	856.657	711.813	1127.68	1147.23	349.43	310.121
ENSG00000006788	0.970257	2.71846	1.23013	0	7.96554	2.73774	3.51303	0	14.735	5.23853
ENSG00000006831	1861.92	1989.01	1504.44	1708.34	2122.45	2213.92	2275.27	2790.36	2821.75	2063.98
ENSG00000006837	92.1744	41.6831	123.013	134.142	83.2761	99.4714	148.718	179.957	71.57	55.5284
ENSG00000007001	0	0	0	0	0	0.912581	0	0	1.0525	1.04771
ENSG00000007038	3.88103	3.62462	1.23013	0	0	0	0	0	0	2.09541
ENSG00000007047	1523.3	1090.1	2243.75	3042.85	1798.76	1785.92	2092.59	1874.22	1489.29	1307.54
ENSG00000007062	2824.42	3348.24	718.393	446.811	1761.11	2291.49	752.959	91.0012	277.86	576.238
ENSG00000007080	1123.56	992.239	918.904	849.237	701.691	605.041	1057.42	873.203	558.878	446.323
ENSG00000007129	0	0	2.46025	0.986338	37.6553	47.4542	29.2752	30.6746	45.2575	48.1944
ENSG00000007168	3723.85	4171.03	4525.63	4590.42	5186.29	5554.88	6897.24	7519.36	7323.3	7413.56
ENSG00000007171	51.4236	65.2431	35.6736	28.6038	446.07	334.005	7.02605	12.2698	67.36	59.7192
ENSG00000007174	26.1969	42.5893	257.096	236.721	39.8277	43.8039	21.0782	10.2249	6.315	70.1963
ENSG00000007202	9257.22	9497.41	5574.93	4428.66	6993.02	7466.74	10018	9506.05	7823.24	6755.6
ENSG00000007216	0	0	0	0	10.8621	5.47549	1.17101	0	0	0
ENSG00000007237	505.504	392.365	1253.5	1416.38	1067.38	908.931	1567.98	1912.05	3131.19	2883.29
ENSG00000007255	568.571	405.051	793.431	850.223	859.554	785.732	654.594	834.348	238.918	195.921
ENSG00000007264	412.359	482.074	214.042	208.117	73.8622	123.198	11.7101	31.6971	15.7875	22.0018
ENSG00000007306	0	0	0	0	0	0	0	0	0	0
ENSG00000007312	89.2636	77.0232	76.2678	94.6884	44.1725	41.9787	4.68404	3.06746	13.6825	15.7156
ENSG00000007314	359.965	390.553	145.155	174.582	388.863	409.749	44.4983	103.271	92.6201	55.5284
ENSG00000007341	282.345	352.494	359.197	375.795	410.587	428.001	504.705	649.278	454.68	577.286
ENSG00000007350	0	0.906155	0	0.986338	0	0.912581	0	0	128.405	72.2917
ENSG00000007372	0	1.81231	0	0.986338	0	0	46.8404	5.11243	2.105	2.09541
ENSG00000007376	873.231	1173.47	868.469	897.567	729.209	626.031	726.026	689.155	422.053	356.22
ENSG00000007384	1849.31	1480.66	2545.13	1826.7	802.347	907.106	666.304	734.145	874.628	1001.61
ENSG00000007392	2293.69	2240.01	1495.83	1425.26	1959.52	2259.55	778.721	904.9	1702.95	2340.57
ENSG00000007402	653.953	485.699	734.385	596.734	690.105	467.242	316.172	356.848	1092.5	969.128
ENSG00000007516	149.42	110.551	464.987	736.794	328.759	273.774	121.785	168.71	66.3075	53.433
ENSG00000007520	999.365	1283.12	1263.34	1404.55	1200.62	1053.12	1577.35	1395.69	1205.11	771.111
ENSG00000007541	682.091	907.061	1354.42	1439.44	1737.85	1584.24	1918.11	1613.48	1271.42	989.034
ENSG00000007545	1029.01	979.427	1082.15	1293.2	1668.01	1721.47	1266.1	1210.4	1847.07	1862.53
ENSG00000007866	783.968	724.924	964.418	964.638	1425.11	1262.1	2464.97	3067.46	2121.84	1658.52
ENSG00000007908	0	0	0	0	73.1381	156.051	7.02605	3.06746	41.0475	60.7669
ENSG00000007923	2951.52	3038.34	2413.51	2079.2	1513.45	1458.3	2703.86	2667.67	2029.22	1499.27
ENSG00000007933	0.970257	0	0	0	0	0	0	0	1.0525	2.09541
ENSG00000007944	994.513	898.905	209.121	247.571	347.587	320.316	1228.39	707.56	1115.65	939.792
ENSG00000007952	0	0	0	0	5.06898	8.21323	4.68404	5.11243	2.105	1.04771
ENSG00000007968	275.553	496.573	99.6402	37.4808	479.38	461.766	86.6547	81.7989	548.353	632.814
ENSG00000008018	5309.25	6455.45	4430.91	4465.15	4152.94	3632.07	3750.74	3504.06	2661.77	2336.38
ENSG00000008056	101.877	70.6801	70.1172	63.1256	27.5173	18.2516	117.101	98.1586	130.51	129.915
ENSG00000008083	11475.2	10467	4209.49	4587.46	4105.87	3580.06	1762.37	1669.72	1221.95	1328.49
ENSG00000008086	1226.4	1225.12	1725.87	1490.36	1524.31	1754.89	810.338	898.765	2031.33	1885.87
ENSG00000008118	33.959	16.3108	27.0628	50.3032	50.6898	32.8529	259.964	172.8	157.875	118.391
ENSG00000008128	198.903	180.325	184.519	176.554	182.483	182.516	159.257	141.103	208.395	283.928
ENSG00000008130	1612.57	1689.07	933.665	952.802	1371.52	1324.16	1147.59	1260.72	945.146	943.983
ENSG00000008196	0	0	0	2.95901	0	0	29.2752	0	0	47.1467
ENSG00000008197	0	0	0	0	0	0	0	0	0	0
ENSG00000008226	38.8103	57.0877	63.9665	95.6748	64.4484	83.9575	12.8811	4.08994	17.8925	40.8605
ENSG00000008256	739.336	722.205	601.531	570.103	651.002	625.118	1249.47	1267.88	2574.42	2095.41
ENSG00000008277	857.707	878.064	837.716	735.808	1252.76	1521.27	416.879	384.455	513.62	824.544
ENSG00000008282	1683.4	1351.98	1966.97	2093.01	1178.18	1308.64	1313.87	1398.76	1078.81	1264.58
ENSG00000008283	572.452	811.915	521.573	506.978	425.07	356.819	234.202	221.879	247.338	299.644
ENSG00000008294	5011.38	3992.52	3644.86	3725.4	2944.35	3075.4	3352.6	3808.76	6182.39	6329.19
ENSG00000008300	3490.98	2587.98	2573.42	2099.91	1551.11	1586.98	761.156	822.079	173.663	310.121
ENSG00000008311	11000.8	11513.6	2915.4	2967.89	2814.73	2673.86	1610.14	1852.74	2340.76	1907.87
ENSG00000008323	773.295	747.578	375.188	276.175	239.69	206.243	65.5765	7.1574	3.1575	11.5248
ENSG00000008324	767.473	1033.92	568.318	635.202	443.898	408.836	195.559	282.206	151.56	145.631
ENSG00000008382	357.055	318.06	553.557	592.789	515.587	493.706	398.143	336.398	438.893	325.836
ENSG00000008394	4267.19	4311.48	2123.2	1866.15	1306.35	1547.74	1370.08	2244.36	94.7251	229.447
ENSG00000008405	1370.97	1301.24	674.109	541.499	973.244	1090.53	1211.99	1130.87	1160.91	1187.05
ENSG00000008438	0.970257	0	0	0	0	0	0	0	1.0525	1.04771
ENSG00000008441	11.6431	19.0292	19.682	29.5901	2.89656	1.82516	4.68404	4.08994	1279.84	2360.48
ENSG00000008513	428.854	386.928	392.41	392.562	2953.04	2153.69	4534.15	4044.95	5075.16	3098.06
ENSG00000008516	1054.67	1053.86	959.498	822.606	42.0001	32.8529	0	0	61.045	49.2422
ENSG00000008517	11.6431	9.9677	9.841	1.97268	17.3794	10.0384	56.2084	5.11243	590.453	402.319
ENSG00000008710	3803.41	2566.23	5298.15	6802.77	4087.77	4642.3	5038.85	5190.14	7888.49	7812.74
ENSG00000008735	34.9293	43.4954	36.9038	60.1666	28.2414	22.8145	37.4723	54.1917	30.5225	74.3871
ENSG00000008838	2061.8	2204.67	2110.9	2095.97	2095.66	1888.13	3024.72	2374.21	2233.41	1802.05
ENSG00000008853	452.14	443.11	616.293	591.803	785.692	622.38	3946.3	3757.63	3155.4	2028.36
ENSG00000008869	1589.28	1271.34	2284.34	2731.17	1777.76	1767.67	2159.34	1953.97	2653.35	2282.95
ENSG00000008952	1878.42	1953.67	1973.12	1927.3	2168.07	2408.3	2393.54	2085.87	2002.91	2588.88
ENSG00000008988	27933.7	26534	28718.5	28369	27517.3	25876.2	12355.3	12921.2	18144.1	14415.4
ENSG00000009307	31031.7	28833.8	28165	30854.6	28996.7	28029	26218.9	26856.6	21994.1	18179.8
ENSG00000009335	4054.7	4129.35	3989.3	3889.13	3154.35	3258.83	3735.52	3757.63	4035.29	3350.56
ENSG00000009413	990.632	652.431	909.063	874.882	2405.59	3589.18	2627.74	2577.69	4442.61	4988.13
ENSG00000009694	159.122	75.2108	927.515	867.977	147.724	329.442	67.9185	79.7539	44.205	186.492
ENSG00000009709	0.970257	2.71846	40.5941	59.1803	47.0691	33.7655	0	0	3.1575	3.14312
ENSG00000009724	11.6431	15.4046	0	0.986338	2.17242	0.912581	1.17101	0	1.0525	1.04771
ENSG00000009765	0	0	0	0.986338	0	0	1.17101	0	1.0525	0
ENSG00000009780	511.325	514.696	483.439	416.235	427.967	416.137	421.563	528.625	628.343	594.049
ENSG00000009790	0	0	0	0	0.72414	0	4.68404	1.02249	6.315	117.343
ENSG00000009830	1009.07	1000.39	725.774	806.824	630.002	551.199	1823.26	1664.61	904.098	903.122
ENSG00000009844	2119.04	2375.94	2612.79	2707.5	2308.56	2369.06	2183.93	2496.91	1707.16	1620.8
ENSG00000009950	97.0257	93.3339	337.054	461.606	111.518	111.335	17.5651	8.17989	2.105	2.09541
ENSG00000009954	6957.71	7329.89	5629.05	4683.13	6746.09	7003.15	6318.77	6028.58	6220.28	5924.77
ENSG00000010017	1418.52	1360.14	1813.21	2031.86	1845.83	1779.53	2057.46	2089.96	2125	1887.97
ENSG00000010030	25.2267	25.3723	2.46025	1.97268	0.72414	2.73774	2.34202	0	0	0
ENSG00000010072	350.263	455.796	428.084	376.781	516.312	573.101	589.018	544.985	450.47	459.943
ENSG00000010165	1790.12	2008.95	1257.19	1275.33	1021.76	971.899	990.674	1168.7	784.113	711.392
ENSG00000010219	149.42	138.642	148.845	146.964	317.897	371.421	688.023	718.807	544.143	421.178
ENSG00000010244	8691.56	9866.21	8475.57	8409.52	8867.81	9666.06	4880.77	4549.04	6697.06	8414.12
ENSG00000010256	5464.49	6540.62	5466.68	6084.72	3932.8	3726.07	12586	14140	9144.13	5339.11
ENSG00000010270	1275.89	1524.15	1456.47	1614.63	1671.31	1420.89	2407.59	2872.16	1636.64	1271.91
ENSG00000010278	6273.68	4468.25	2569.73	1580.11	182.483	187.079	160.428	79.7539	484.15	619.194
ENSG00000010282	3.88103	0.906155	0	0	0	0	469.575	421.264	743.065	345.743
ENSG00000010292	11216.2	10326.5	9016.82	9052.61	9550.68	8552.71	2932.21	2316.95	5789.81	4591.05
ENSG00000010295	369.668	402.333	456.377	480.347	559.036	465.416	497.679	579.749	650.445	752.252
ENSG00000010310	27.1672	18.1231	70.1172	100.606	246.932	283.813	230.689	247.442	144.193	100.58
ENSG00000010318	217.338	192.105	157.456	240.666	269.38	248.222	145.205	260.734	294.7	273.451
ENSG00000010319	130.014	164.014	542.485	1557.43	2733.63	1420.89	99.5358	120.653	425.21	332.123
ENSG00000010322	2908.83	3014.78	4782.73	4952.4	5985.01	6155.36	6947.6	6715.69	4970.96	5264.72
ENSG00000010327	38.8103	41.6831	18.4519	31.5628	72.414	105.859	69.0895	64.4166	2541.79	2860.24
ENSG00000010361	456.021	570.877	751.607	884.745	469.967	411.574	435.615	434.556	427.315	306.978
